Dates;Consommation;Conso_p_sinus;Err_sinus;Conso_p_exog;Err_exog;Conso_p_filter;Err_exog_filter;Conso_p_reduit_noreg;Err_filter_noreg;Conso_p_reduit;Err_filter_exog_filter;Conso_p_LinReg;Err_LinReg;Conso_p_LinReg_filter;Err_LinReg_filter
2020-01-02 15:00:00;66681.0;66539.46877999813;141.53122000186704;65490.57306201087;1190.4269379891266;64881.09084287913;1799.90915712087;63798.883513402936;2882.116486597064;63051.926323958876;3629.0736760411237;59144.31575816273;7536.684241837269;58860.54213935774;7820.457860642258
2020-01-02 18:00:00;70292.66666666669;71975.28777104452;1682.6211043778312;71866.589801499;1573.9231348323083;71102.88164668612;810.2149800194311;69242.7588714002;1049.9077952664811;67661.30269837516;2631.3639682915236;60936.86501492711;9355.801651739574;60541.67417928824;9750.992487378448
2020-01-02 21:00:00;64812.0;64209.89890878822;602.1010912117781;66365.63438537632;1553.6343853763246;66070.16168545317;1258.1616854531749;63759.72621496841;1052.2737850315898;64138.30442511268;673.6955748873224;61493.53481111543;3318.465188884569;61063.74375506268;3748.2562449373218
2020-01-03 00:00:00;61352.16666666666;60270.831519406085;1081.3351472605718;62488.43267250395;1136.266005837293;61957.25062295802;605.0839562913607;58361.353896497414;2990.812770169243;59015.72239631271;2336.444270353946;61551.660093836916;199.49342717025866;61118.256218106224;233.910448560433
2020-01-03 03:00:00;55970.16666666666;55523.7804805346;446.3861861320547;57056.78692657702;1086.6202599103635;56754.721797137165;784.5551304705077;54866.75793492384;1103.4087317428202;55382.282159077185;587.8845075894715;61519.11087150026;5548.944204833606;61087.73011661223;5117.56344994557
2020-01-03 06:00:00;62302.0;65671.99540306;3369.9954030600056;65186.844231841635;2884.8442318416346;65584.64018053986;3282.6401805398636;66867.62946637793;4565.629466377926;66299.06419520061;3997.0641952006117;61977.72387491581;324.2761250841868;61517.83769165444;784.1623083455634
2020-01-03 09:00:00;67862.66666666669;72745.59930218913;4882.9326355224475;72522.32519496554;4659.658528298853;73205.04347149693;5342.3768048302445;69634.75060193778;1772.08393527109;71457.65973212538;3594.9930654586933;60720.88214183515;7141.784524831535;60339.115880451565;7523.550786215121
2020-01-03 12:00:00;68212.66666666669;72638.64439728478;4425.977730618091;72196.1219088846;3983.4552422179113;72101.86955161701;3889.202884950326;69512.75088034073;1300.0842136740393;70098.60456327531;1885.9378966086224;57943.39342185445;10269.273244812233;57734.26401371212;10478.402652954566
2020-01-03 15:00:00;64107.83333333334;67939.91392935587;3832.080596022526;67626.94029564418;3519.106962310834;66718.09046505505;2610.257131721708;64677.280223409514;569.4468900761713;64064.79070464955;43.0426286837901;57320.54980597136;6787.283527361986;57150.13370065324;6957.699632680102
2020-01-03 18:00:00;67931.33333333331;71537.31203661177;3605.9787032784516;72085.89527535094;4154.561942017623;71301.64167904622;3370.3083457129105;69372.19428118234;1440.8609478490253;68007.81605067076;76.4827173374506;59387.74217970297;8543.591153630347;59088.838212713956;8842.495120619358
2020-01-03 21:00:00;62904.16666666666;62869.51286723298;34.653799433675886;65420.90968900696;2516.743022340306;65221.698173230274;2317.531506563617;63775.04219214605;870.8755254793941;64254.902516726615;1350.7358500599585;60258.48059420628;2645.6860724603757;59905.455240946736;2998.711425719921
2020-01-04 00:00:00;60295.33333333334;58768.55055349511;1526.782779838235;61016.86025015628;721.5269168229352;60808.961456527875;513.6281231945322;59284.12223957341;1011.2110937599355;59838.39893183322;456.9344015001261;60633.25806695169;337.9247336183471;60256.93814435869;38.39518897465314
2020-01-04 03:00:00;54529.5;53823.034329180664;706.4656708193361;55471.09325399047;941.5932539904679;55345.062380993935;815.5623809939352;55945.33223802382;1415.832238023817;56439.832879596055;1910.3328795960551;60918.724019927686;6389.224019927686;60524.66075116922;5995.16075116922
2020-01-04 06:00:00;57825.33333333334;63751.08269593177;5925.749362598428;63332.04158077553;5506.708247442184;63885.140587066606;6059.807253733263;67034.03946557074;9208.706132237392;66600.0037191799;8774.670385846563;61680.87072066317;3855.5373873298304;61239.435663433826;3414.1023301004825
2020-01-04 09:00:00;63383.0;71286.33727954394;7903.337279543935;70694.90987497382;7311.909874973819;71840.50151367522;8457.501513675219;69507.0148046589;6124.014804658902;71366.2539186091;7983.253918609102;60696.771209239596;2686.228790760404;60316.503580596465;3066.4964194035347
2020-01-04 12:00:00;63738.33333333334;71510.49980571771;7772.166472384371;71023.31034016646;7284.977006833113;71045.09470490986;7306.761371576518;70038.76764728109;6300.434313947742;70485.69601712195;6747.362683788611;58181.43666700173;5556.89666633161;57957.5115059615;5780.821827371845
2020-01-04 15:00:00;59415.33333333334;66532.47857776964;7117.145244436295;66280.74433068091;6865.4109973475715;65416.149211701224;6000.815878367881;65344.03042816854;5928.6970948351955;64660.3819497523;5245.048616418957;57805.510438185454;1609.8228951478886;57604.95124825675;1810.3820850765915
2020-01-04 18:00:00;65586.5;69462.71803718057;3876.2180371805734;70090.74744326479;4504.247443264787;69341.19437365595;3754.694373655948;69811.61051629145;4225.110516291446;68444.86978568493;2858.369785684932;60117.428690023014;5469.0713099769855;59773.170521561275;5813.329478438725
2020-01-04 21:00:00;62680.0;61580.34763249236;1099.6523675076387;63993.384126251956;1313.3841262519563;63820.361858752985;1140.3618587529854;64522.30487491414;1842.304874914138;64907.14987785521;2227.1498778552123;61233.780517676;1446.2194823239988;60820.134680688476;1859.8653193115242
2020-01-05 00:00:00;60937.0;57620.18160503215;3316.8183949678496;59780.00949083867;1156.9905091613327;59576.845668856375;1360.1543311436253;59924.11139588413;1012.8886041158694;60442.041145145056;494.95885485494364;61819.01690822031;882.0169082203065;61368.99527314617;431.99527314616716
2020-01-05 03:00:00;54920.16666666666;51242.79334795125;3677.3733187154066;52809.48931676312;2110.6773499035335;52815.243956998085;2104.9227096685718;54873.46659872747;46.70006793918583;55591.42636339756;671.2596967309;62279.78210676082;7359.61544009416;61801.12127204318;6880.9546053765225
2020-01-05 06:00:00;56480.0;55433.960679465694;1046.0393205343062;55469.99206322004;1010.0079367799626;56086.28497870947;393.7150212905326;64212.401019483164;7732.401019483164;64003.915374379314;7523.915374379314;63166.66695239471;6686.666952394713;62632.881138109675;6152.881138109675
2020-01-05 09:00:00;61273.0;62634.71193237337;1361.7119323733714;61726.240187765005;453.2401877650045;63010.22147706308;1737.2214770630817;66555.50516150381;5282.50516150381;68363.53905989027;7090.539059890274;62242.33387766496;969.3338776649616;61766.00066515656;493.0006651565636
